Order Number,Pickup Node,Packing Station,Order Generated Time,Completed Mode 1,Completed Mode 2
104,8,7,1900-01-01 08:50:44,1900-01-01 08:51:59.000381,1900-01-01 08:50:59.983892
104,9,7,1900-01-01 08:50:44,1900-01-01 08:51:59.000381,1900-01-01 08:51:13.426327
104,15,7,1900-01-01 08:50:44,1900-01-01 08:51:59.000381,1900-01-01 08:51:08.417319
104,18,7,1900-01-01 08:50:44,1900-01-01 08:51:59.000381,1900-01-01 08:51:32.428722
104,27,7,1900-01-01 08:50:44,1900-01-01 08:51:59.000381,1900-01-01 08:51:24.151395
104,36,7,1900-01-01 08:50:44,1900-01-01 08:51:59.000381,1900-01-01 08:51:36.710219
105,2,37,1900-01-01 08:51:13,1900-01-01 08:52:29.000405,1900-01-01 08:51:27.000215
105,3,37,1900-01-01 08:51:13,1900-01-01 08:52:29.000405,1900-01-01 08:51:48.193106
105,6,37,1900-01-01 08:51:13,1900-01-01 08:52:29.000405,1900-01-01 08:52:20.477706
105,11,37,1900-01-01 08:51:13,1900-01-01 08:52:29.000405,1900-01-01 08:52:12.714889
105,17,37,1900-01-01 08:51:13,1900-01-01 08:52:29.000405,1900-01-01 08:52:05.736470
105,28,37,1900-01-01 08:51:13,1900-01-01 08:52:29.000405,1900-01-01 08:51:40.166000
105,39,37,1900-01-01 08:51:13,1900-01-01 08:52:29.000405,1900-01-01 08:51:46.860029
105,42,37,1900-01-01 08:51:13,1900-01-01 08:52:29.000405,1900-01-01 08:51:53.989199
105,46,37,1900-01-01 08:51:13,1900-01-01 08:52:29.000405,1900-01-01 08:51:32.281805
106,10,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:24.283419
106,11,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:40.567886
106,15,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:03.000095
106,18,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:31.876287
106,24,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:44.969210
106,28,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:47.098188
106,30,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:57.856425
106,34,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:10.621097
106,36,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:23.063295
106,44,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:00.369998
106,46,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:48.779882
106,47,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:45.778765
106,52,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:53:04.155512
106,54,43,1900-01-01 08:51:48,1900-01-01 08:53:38.000215,1900-01-01 08:52:47.197402
107,8,7,1900-01-01 08:52:18,1900-01-01 08:53:03.000429,1900-01-01 08:52:32.477825
107,42,7,1900-01-01 08:52:18,1900-01-01 08:53:03.000429,1900-01-01 08:52:44.875491
107,51,7,1900-01-01 08:52:18,1900-01-01 08:53:03.000429,1900-01-01 08:52:41.911032
108,4,37,1900-01-01 08:52:47,1900-01-01 08:53:05.000119,1900-01-01 08:53:10.000215
109,18,43,1900-01-01 08:53:15,1900-01-01 08:53:51.000215,1900-01-01 08:53:44.939008
109,46,43,1900-01-01 08:53:15,1900-01-01 08:53:51.000215,1900-01-01 08:53:37.931515
109,51,43,1900-01-01 08:53:15,1900-01-01 08:53:51.000215,1900-01-01 08:53:32.284308
110,17,7,1900-01-01 08:53:33,1900-01-01 08:54:46.000286,1900-01-01 08:54:00.888074
110,18,7,1900-01-01 08:53:33,1900-01-01 08:54:46.000286,1900-01-01 08:54:29.526395
110,21,7,1900-01-01 08:53:33,1900-01-01 08:54:46.000286,1900-01-01 08:54:21.755803
110,27,7,1900-01-01 08:53:33,1900-01-01 08:54:46.000286,1900-01-01 08:53:50.955794
110,32,7,1900-01-01 08:53:33,1900-01-01 08:54:46.000286,1900-01-01 08:53:46.000215
110,46,7,1900-01-01 08:53:33,1900-01-01 08:54:46.000286,1900-01-01 08:54:15.796819
110,50,7,1900-01-01 08:53:33,1900-01-01 08:54:46.000286,1900-01-01 08:54:07.037628
110,51,7,1900-01-01 08:53:33,1900-01-01 08:54:46.000286,1900-01-01 08:53:57.369804
111,6,37,1900-01-01 08:53:55,1900-01-01 08:54:46.000095,1900-01-01 08:54:29.094003
111,20,37,1900-01-01 08:53:55,1900-01-01 08:54:46.000095,1900-01-01 08:54:09.000310
111,45,37,1900-01-01 08:53:55,1900-01-01 08:54:46.000095,1900-01-01 08:54:14.687215
111,47,37,1900-01-01 08:53:55,1900-01-01 08:54:46.000095,1900-01-01 08:54:21.764317
112,11,43,1900-01-01 08:54:22,1900-01-01 08:55:04.000429,1900-01-01 08:54:47.000405
112,12,43,1900-01-01 08:54:22,1900-01-01 08:55:04.000429,1900-01-01 08:55:05.526674
112,24,43,1900-01-01 08:54:22,1900-01-01 08:55:04.000429,1900-01-01 08:54:58.382410
112,42,43,1900-01-01 08:54:22,1900-01-01 08:55:04.000429,1900-01-01 08:54:50.081795
113,3,7,1900-01-01 08:54:57,1900-01-01 08:55:50.000215,1900-01-01 08:55:18.536699
113,9,7,1900-01-01 08:54:57,1900-01-01 08:55:50.000215,1900-01-01 08:55:06.000215
113,15,7,1900-01-01 08:54:57,1900-01-01 08:55:50.000215,1900-01-01 08:55:10.784729
113,28,7,1900-01-01 08:54:57,1900-01-01 08:55:50.000215,1900-01-01 08:55:20.878995
113,50,7,1900-01-01 08:54:57,1900-01-01 08:55:50.000215,1900-01-01 08:55:24.138802
114,6,37,1900-01-01 08:55:23,1900-01-01 08:56:36.000286,1900-01-01 08:56:07.939420
114,11,37,1900-01-01 08:55:23,1900-01-01 08:56:36.000286,1900-01-01 08:55:59.450308
114,12,37,1900-01-01 08:55:23,1900-01-01 08:56:36.000286,1900-01-01 08:56:17.079891
114,14,37,1900-01-01 08:55:23,1900-01-01 08:56:36.000286,1900-01-01 08:55:41.711316
114,24,37,1900-01-01 08:55:23,1900-01-01 08:56:36.000286,1900-01-01 08:56:10.491714
114,26,37,1900-01-01 08:55:23,1900-01-01 08:56:36.000286,1900-01-01 08:55:35.000310
114,29,37,1900-01-01 08:55:23,1900-01-01 08:56:36.000286,1900-01-01 08:55:51.039519
114,33,37,1900-01-01 08:55:23,1900-01-01 08:56:36.000286,1900-01-01 08:55:45.983610
115,41,43,1900-01-01 08:55:50,1900-01-01 08:56:09.000191,1900-01-01 08:56:04.000310
116,3,7,1900-01-01 08:56:26,1900-01-01 08:57:05.000286,1900-01-01 08:56:48.140423
116,42,7,1900-01-01 08:56:26,1900-01-01 08:57:05.000286,1900-01-01 08:56:53.637311
116,45,7,1900-01-01 08:56:26,1900-01-01 08:57:05.000286,1900-01-01 08:56:41.000191
117,22,37,1900-01-01 08:56:54,1900-01-01 08:57:26.000310,1900-01-01 08:57:11.267195
117,24,37,1900-01-01 08:56:54,1900-01-01 08:57:26.000310,1900-01-01 08:57:15.653601
117,26,37,1900-01-01 08:56:54,1900-01-01 08:57:26.000310,1900-01-01 08:57:05.000310
118,26,43,1900-01-01 08:57:21,1900-01-01 08:58:13.000191,1900-01-01 08:57:42.803105
118,28,43,1900-01-01 08:57:21,1900-01-01 08:58:13.000191,1900-01-01 08:57:56.032503
118,32,43,1900-01-01 08:57:21,1900-01-01 08:58:13.000191,1900-01-01 08:57:31.000381
118,39,43,1900-01-01 08:57:21,1900-01-01 08:58:13.000191,1900-01-01 08:57:36.675173
118,42,43,1900-01-01 08:57:21,1900-01-01 08:58:13.000191,1900-01-01 08:58:01.285321
118,53,43,1900-01-01 08:57:21,1900-01-01 08:58:13.000191,1900-01-01 08:57:49.421298
119,2,7,1900-01-01 08:57:51,1900-01-01 08:59:01.000215,1900-01-01 08:58:17.517286
119,6,7,1900-01-01 08:57:51,1900-01-01 08:59:01.000215,1900-01-01 08:58:26.955278
119,14,7,1900-01-01 08:57:51,1900-01-01 08:59:01.000215,1900-01-01 08:58:04.000405
119,17,7,1900-01-01 08:57:51,1900-01-01 08:59:01.000215,1900-01-01 08:58:10.806995
119,29,7,1900-01-01 08:57:51,1900-01-01 08:59:01.000215,1900-01-01 08:58:32.344278
119,54,7,1900-01-01 08:57:51,1900-01-01 08:59:01.000215,1900-01-01 08:58:41.100593
120,12,37,1900-01-01 08:58:26,1900-01-01 08:59:08.000095,1900-01-01 08:58:52.000215
120,14,37,1900-01-01 08:58:26,1900-01-01 08:59:08.000095,1900-01-01 08:58:43.897287
120,46,37,1900-01-01 08:58:26,1900-01-01 08:59:08.000095,1900-01-01 08:58:38.000286
121,8,43,1900-01-01 08:59:04,1900-01-01 08:59:42.000286,1900-01-01 08:59:26.377103
121,44,43,1900-01-01 08:59:04,1900-01-01 08:59:42.000286,1900-01-01 08:59:17.000095
121,54,43,1900-01-01 08:59:04,1900-01-01 08:59:42.000286,1900-01-01 08:59:27.661964
122,26,7,1900-01-01 08:59:42,1900-01-01 08:59:55.000906,1900-01-01 08:59:54.000811
123,2,37,1900-01-01 09:00:09,False,False
123,6,37,1900-01-01 09:00:09,False,False
123,18,37,1900-01-01 09:00:09,False,False
123,22,37,1900-01-01 09:00:09,False,False
123,23,37,1900-01-01 09:00:09,False,False
123,35,37,1900-01-01 09:00:09,False,False
